56.7855,-0.84729,0.568902,41.4227,-0.931518,0.958189,149.316,-1.5818,-1.7843,30.3274,2.52752,1.58374,0.000115838,1
139.863,-1.15179,-3.05477,27.0247,-0.760652,2.65493,160.209,-3.19933,-0.215882,84.3888,2.18623,1.9109,0.000115838,1
26.3238,-0.756487,-1.03837,24.6195,-0.959421,0.779127,111.647,0.977818,1.69039,38.3034,-3.01379,-2.94555,0.000115838,1
27.7582,0.380284,-2.66764,25.7613,-0.000289152,2.73252,88.4789,-3.04495,-1.33456,50.1578,3.31605,2.2016,0.000115838,1
42.8669,0.720983,-2.3411,10.7666,1.11,-1.23999,88.9503,-2.52836,1.58696,42.1719,2.29282,2.12181,0.000115838,1
86.1446,0.0683323,-3.09077,68.642,0.585496,2.90641,111.971,0.979621,-0.504014,102.602,-3.63931,-0.271375,0.000115838,1
32.9476,-0.804133,-2.91488,13.2758,-2.01175,2.55531,35.1848,-4.15084,-0.0088808,35.0635,1.01549,2.10653,0.000115838,1
48.6703,-0.486485,-1.14701,15.7867,0.129548,0.260032,82.8063,-1.77676,0.865934,58.7863,2.3983,-2.62418,0.000115838,1
43.1548,-0.720046,0.0662553,16.1948,-0.0443327,-1.56182,151.365,-3.96133,-2.48383,67.8381,0.565182,1.70148,0.000115838,1
46.4126,0.528204,2.70262,36.208,-0.314742,1.96268,90.9537,-0.749325,0.272584,64.7588,2.64259,-1.99477,0.000115838,1
51.9015,-0.65003,-0.277234,49.2244,-0.108634,-0.483387,226.267,-1.38503,2.25475,62.1857,3.04313,-1.05022,0.000115838,1
30.221,-0.426854,-2.09781,26.0531,-0.686991,-1.24547,141.424,0.755972,2.13602,42.9706,-3.11407,-1.14717,0.000115838,1
45.9191,-0.340593,3.01383,17.3733,-0.983522,2.21424,71.1665,2.51331,-1.00201,59.3682,-2.61375,-2.03893,0.000115838,1
31.1268,-0.513398,1.26733,28.4756,-0.302746,2.27291,73.952,-2.86528,-1.19371,49.1792,1.45142,1.68237,0.000115838,1
47.6319,-0.542979,1.32605,13.852,0.209719,2.77914,48.7497,2.76562,1.55025,42.1535,-3.9909,-1.77609,0.000115838,1
81.7671,2.08022,0.42555,27.7953,1.38122,0.946874,229.039,2.44399,-2.07989,56.1803,-2.1077,1.26232,0.000115838,1
69.5447,0.0758185,-1.22344,11.9603,0.439918,1.5391,77.4647,-1.08903,-2.36152,63.5409,3.14813,1.71118,0.000115838,1
44.0033,-0.427756,-2.61971,13.2405,-1.43056,1.93704,89.0973,1.58097,-0.484011,49.0426,-3.3117,2.90678,0.000115838,1
47.6769,-1.70351,-1.25869,21.2177,-0.592469,-1.8179,48.9278,3.38903,0.764717,30.5573,-3.59104,2.45076,0.000115838,1
99.6415,0.0787428,-1.02098,16.9063,-0.531996,-1.50182,120.214,-2.24724,2.65975,58.8495,2.105,1.76748,0.000115838,1
27.7361,1.69433,-2.27271,12.9258,1.03131,2.51725,118.115,2.35851,2.80632,48.9677,-3.54893,-0.158626,0.000115838,1
25.6467,1.37278,-2.51758,21.6241,1.65112,2.32141,47.5954,2.89326,-1.81316,43.825,-3.77052,-2.03719,0.000115838,1
39.9187,1.46419,1.85023,18.4871,2.11754,2.70162,52.735,-0.423841,-0.570024,52.2697,4.18983,0.134926,0.000115838,1
44.5977,-0.540636,-0.519668,20.6789,0.360211,-0.308059,39.697,3.74693,2.88627,32.2785,-3.12127,-2.99592,0.000115838,1
46.6847,2.33389,2.9991,18.4024,2.15015,-2.03184,93.6018,-3.07907,-1.48633,46.3105,3.43336,0.725839,0.000115838,1
63.338,1.56958,2.91975,34.3257,0.993943,-2.5815,70.4056,-3.37058,0.41783,42.0221,1.97998,-1.09907,0.000115838,1
25.6392,1.83062,-1.91711,18.5776,1.35564,-2.82634,57.7617,-0.593452,0.105224,38.0587,3.86713,-2.53928,0.000115838,1
61.6201,1.9876,2.54277,43.2995,2.38737,1.91702,54.3902,2.80315,-1.25713,39.5801,-4.62539,-0.0992786,0.000115838,1
40.8848,-1.22066,-0.702655,31.0804,-0.742251,-0.671369,74.9348,2.20203,-2.53285,59.449,-3.46697,2.81371,0.000115838,1
167.969,-1.54009,-0.0460337,13.9827,-2.02567,-0.641421,235.344,-3.33695,-2.86409,55.9064,1.32195,2.82082,0.000115838,1
138.822,-0.689819,-1.66604,15.5911,-0.755406,-1.99368,228.636,1.53362,1.41404,48.9931,-3.8527,2.54463,0.000115838,1
73.1108,-0.745107,2.92057,33.6812,-1.79649,2.67388,136.939,-2.76496,0.85563,107.508,2.45388,-1.40684,0.000115838,1
70.1031,-0.698928,0.907898,23.7357,0.472987,0.767965,189.161,1.51232,-1.59783,182.4,-2.27189,2.15934,0.000115838,1
79.8724,0.625719,2.78949,39.2413,0.788365,3.06999,143.424,2.85041,0.00289782,67.3678,-3.33453,-1.9893,0.000115838,1
93.7017,-1.596,-2.86826,43.0199,-1.03126,-2.6416,108.736,2.18838,0.256583,63.4712,-3.78667,1.13425,0.000115838,1
110.752,0.687262,0.29012,15.3829,0.693035,0.795939,123.706,3.31579,-3.06023,51.6213,-3.49623,-1.43253,0.000115838,1
78.5966,-0.461572,0.950943,12.5633,-0.979553,1.20589,78.2435,2.80833,-2.9197,52.3756,-2.15677,-1.94242,0.000115838,1
